form	match_type	count	candidate_lemmas	sample_context	resolved_lemma	confidence	note
tŏpfe	unmatched	2		DUS ereine tŏpfe die die			
geneet	unmatched	2		hande varbe geneet gevogiltes werkis			
gevogiltes	unmatched	2		varbe geneet gevogiltes werkis vier			
pflokke	unmatched	2		wol sein pflokke als seine			
clares	unmatched	2		brengen gar clares ŏl von			
vbunge	unmatched	2		Ewig wirt vbunge in ir			
gegrabnem	unmatched	2		ordenunge mit gegrabnem werke noch			
hekil	unmatched	2		Und mache hekil von golde			
ketelin	unmatched	2		vnd czwei ketelin von reinem			
eckecht	unmatched	2		gebleichet Uier eckecht sol das			
czeil	unmatched	2		der ersten czeil sol sein			
ligur	unmatched	2		dritten der ligur vnd der			
ametist	unmatched	2		vnd der ametist In der			
nidristen	unmatched	2		gestalt der nidristen fugen das			
bendlein	unmatched	2		mit iacinctischen bendlein so das			
keppil	unmatched	2		werden ein keppil vnd sein			
Niden	ambiguous	2	lemma_4348|lemma_4357	zu reisse Niden vorwar zu			
pvnikisch	unmatched	2		vnd ein pvnikisch apfel vnd			
clank	ambiguous	2	lemma_3343|lemma_3359	hŏre seinen clank wenne her			
pendlein	unmatched	2		mit pfelleinen pendlein vnd houben			
rokke	unmatched	2		mache leineine rokke vnd gurtel			
geweihest	unmatched	2		wenne du geweihest ire hende			
ousserhalb	unmatched	2		mist vorbru ousserhalb den purgen			
geslechst	unmatched	2		du den geslechst so heb			
laganisch	unmatched	2		besprenget Und laganisch brot in			
anevenge	unmatched	2		vnd die anevenge von den			
geweiht	unmatched	2		dem Und geweiht sullen werden			
geweiten	unmatched	2		bleibt des geweiten vleisches oder			
sethimisschem	unmatched	2		mache ous sethimisschem holcze vnd			
vorstŏret	unmatched	2		der wirt vorstŏret ous seinem			
gebrouche	unmatched	2		seines ruches gebrouche der wirt			
ru	ambiguous	2	lemma_16892|lemma_5034	veier heilige ru des herren			
putil	unmatched	2		schreien einen putil mit groser			
op	ambiguous	2	lemma_6330|lemma_9329	vru vnd op DUS ferten			
erczurne	unmatched	2		mein czorne erczurne wider sie			
hertneckig	unmatched	2		volk ist hertneckig vnd hertes			
gepeutest	unmatched	2		herren Du gepeutest also das			
czubrochen	unmatched	2		du hast czubrochen Bis bereit			
steigest	unmatched	2		zu hant steigest ouf den			
geduldiger	unmatched	2		vnd senftmutiger geduldiger vnd vil			
legist	unmatched	2		zu sammen legist fruntschaft die			
tŏchtern	unmatched	2		von iren tŏchtern deinen svnen			
perg	ambiguous	2	lemma_521|lemma_522	von dem perg steig do			
humerale	unmatched	2		cziren das humerale vnd das			
seilen	ambiguous	2	lemma_11941|lemma_5376	mit iren seilen Gewant des			
iacinctisch	unmatched	2		heute vnd iacinctisch geverbte heute			
weihten	unmatched	2		Alle williclychen weihten das vnserm			
new̆e	unmatched	2		vinden ouch new̆e Nu machte			
geuerbet	unmatched	2		rotem czwir geuerbet vnd mancher			
vmmehenge	unmatched	2		Und funf vmmehenge fugte her			
vmmehanges	unmatched	2		sovme eines vmmehanges zu beiden			
vberdecken	unmatched	2		her eilf vberdecken von czigen			
besvnderlich	unmatched	2		zu sammen besvnderlich Und machte			
nestilte	unmatched	2		zu samen nestilte Und funfczig			
vberhank	unmatched	2		ein ander vberhank machte her			
getefel	unmatched	2		mitte der getefel von einem			
gevogilter	unmatched	2		von geneter gevogilter kvnst Und			
vbirlegte	unmatched	2		erein vnd vbirlegte sie mit			
becleidte	unmatched	2		halbe Und becleidte ł die			
gehemertem	unmatched	2		cherubin ous gehemertem golde die			
vmmelegte	unmatched	2		selben rigel vmmelegte er mit			
virunge	unmatched	2		in seyner virunge zu yclicher			
hantreichunge	unmatched	2		des few̆ers hantreichunge Und seinen			
wachten	unmatched	2		die aldo wachten in der			
sevmel	unmatched	2		Und czwei sevmel die zu			
pendil	unmatched	2		ein iacinctisch pendil das sie			
A	ambiguous	2	lemma_1|lemma_2|lemma_37325	gepoten hette A Auch machten			
hank	unmatched	2		vor DUS hank die arche			
seile	ambiguous	2	lemma_5349|lemma_5376	vnd seine seile mit den			
dorvbir	unmatched	2		die wolken dorvbir so bliben			
Leuiticus	unmatched	2		genant ist Leuiticus vnd heist			
ingesneite	unmatched	2		mit dem ingesneite vnd mit			
vngesowerte	unmatched	2		besprenget vnd vngesowerte so zu			
vngemeiligt	unmatched	2		her opfert vngemeiligt sullen sie			
Weder	ambiguous	2	lemma_7434|lemma_7557	vnd wonungen Weder die veisticheit			
Levitici	unmatched	2		svnde IIII Levitici LEUIT ein			
schepfe	unmatched	2		vnd ł schepfe von dem			
krichendes	unmatched	2		welcherlei anders krichendes tir das			
vornymet	unmatched	2		vnd dornach vornymet sein vorlasenheit			
schŏpfe	unmatched	2		priester Der schŏpfe do von			
reinigende	unmatched	2		in vnd reinigende in das			
loukent	unmatched	2		herren vnd loukent seinem nehsten			
geloubet	ambiguous	2	lemma_2075|lemma_27750	trewen hat geloubet oder mit			
reisset	unmatched	2		etwas ous reisset oder im			
yclichs	unmatched	2		vorgeben ein yclichs das er			
svndende	unmatched	2		das er svndende hat getan			
semiln	unmatched	2		teil der semiln sol essen			
heilichet	unmatched	2		opfer der heilichet der priester			
tenneine	unmatched	2		Aber das tenneine vas in			
kraczen	unmatched	2		sol man kraczen vnd waschen			
beheldet	unmatched	2		opfertir der beheldet sein hout			
opfertyres	unmatched	2		e des opfertyres der fridsamen			
czimlich	unmatched	2		ist es czimlich was aber			
vbirkerunge	unmatched	2		meiligt der vbirkerunge der geheisse			
gemeiligte	unmatched	2		das Die gemeiligte sele die			
leineinem	unmatched	2		mit dem leineinem hemde vnd			
tvnkte	unmatched	2		blute vnd tvnkte dor ein			
gereinigte	unmatched	2		her den gereinigte vnd geheiligte			
velle	ambiguous	2	lemma_6733|lemma_6790	mit dem velle vnd mit			
scheiblecht	unmatched	2		den alter scheiblecht vmme Die			
enczvnte	unmatched	2		die svnde enczvnte her ouf			
haut	ambiguous	2	lemma_2598|lemma_2923|lemma_2939	vnd die haut vorbrante her			
opfertyr	unmatched	2		Und das opfertyr zu hieb			
totte	ambiguous	2	lemma_16978|lemma_6133	Ouch so totte her den			
veisten	unmatched	2		mit irem veisten vnd das			
vorczerte	unmatched	2		herren vnd vorczerte das gancz			
mŏcht	unmatched	2		sichst wie mŏcht ich sie			
meiden	ambiguous	2	lemma_3926|lemma_4112	sult ir meiden Alles das			
sprinczel	unmatched	2		greifen di sprinczel den weihen			
strousen	unmatched	2		gestalt; den strousen die eule			
calidrot	unmatched	2		valken den calidrot noch seinem			
widhopfen	unmatched	2		geslechte; Den widhopfen die vledermaus			
selbenlei	unmatched	2		treit der selbenlei totes as			
cisternen	unmatched	2		vorwar vnd cisternen vnd allerlei			
geperenden	unmatched	2		die der geperenden vrowen Ein			
entspreusset	unmatched	2		vnd hout entspreusset eyn mancherhand			
gevrteilt	unmatched	2		wirt das gevrteilt vnd ein			
vorsliessen	unmatched	2		ir nicht vorsliessen wenne es			
gevnreiniget	unmatched	2		priesters vrteil gevnreiniget vnd vnder			
swerens	unmatched	2		stat des swerens ein weise			
tvnkil	unmatched	2		die schrvnden tvnkil Und nicht			
schrvnde	unmatched	2		es eine schrvnde des swerens			
besehn	unmatched	2		die ousseczikeit besehn sol sie			
weislecht	unmatched	2		das gehere weislecht vnd cleiner			
meiligunge	unmatched	2		stat der meiligunge gleich sein			
meilikeit	unmatched	2		ist die meilikeit vnd das			
glenczende	unmatched	2		der vindet glenczende ein vorborgne			
glenczenden	unmatched	2		mail einer glenczenden varbe Und			
kal	ambiguous	2	lemma_10954|lemma_4777	oder vallen kal vnd reine			
kale	ambiguous	2	lemma_10954|lemma_4771	der vorn kale oder in			
erhebit	unmatched	2		varbe sich erhebit so vorvrteile			
czweiuel	unmatched	2		yn; ane czweiuel ist her			
kalheit	unmatched	2		in der kalheit Welcher dorumme			
wulleins	unmatched	2		purgen Ein wulleins gewant oder			
leineins	unmatched	2		oder ein leineins das do			
housratis	unmatched	2		vnd alles housratis der velle			
ousseczigen	unmatched	2		recht des ousseczigen so man			
sperlinge	unmatched	2		sich czwen sperlinge lebendinge die			
czimlichn	unmatched	2		zu essen czimlichn sint vnd			
tenneinen	unmatched	2		in einem tenneinen vasse ouf			
sperlinges	unmatched	2		des toten sperlinges blute vnd			
bart	ambiguous	2	lemma_395|lemma_396	vnd den bart vnd die			
linke	unmatched	2		in sein linke hant vnd			
rechticlich	unmatched	2		mensch wirt rechticlich gereiniget Und			
eusriste	unmatched	2		ouf das eusriste teil seines			
enczvntem	unmatched	2		zu gancz enczvntem opfer mit			
mage	ambiguous	2	lemma_26595|lemma_3905|lemma_4240	nicht gehaben mage alles zu			
merke	ambiguous	2	lemma_18427|lemma_4091	tage Und merke das Ist			
platern	unmatched	2		schisenden - platern vnd der			
veuchte	unmatched	2		die vngeneme veuchte Alle sein			
flusse	unmatched	2		von dem flusse seines samens			
abscheiden	unmatched	2		man die abscheiden Ein yclicher			
blutflusses	unmatched	2		czeit des blutflusses vnreine wirt			
vliessen	unmatched	2		ouf czu vliessen also lange			
lasende	unmatched	2		des geczeuknusse lasende ouf sie			
Welchis	unmatched	2		die svnde Welchis los aber			
weschet	unmatched	2		aldo vnd weschet sein vleisch			
vorbruet	unmatched	2		welcher si vorbruet der wasche			
rastunge	unmatched	2		tag der rastunge ist es			
schuldig;	unmatched	2		wirt er schuldig; Recht als			
vridsame	unmatched	2		sie toten vridsame opfertir dem			
vehet	ambiguous	2	lemma_6722|lemma_6777	mit stellen vehet ein wilt			
housvrowen;	unmatched	2		deines svnes housvrowen; nicht decke			
vormische	unmatched	2		einem knechte vormische dich nicht			
povman	unmatched	2		als der povman der do			
sneidest	unmatched	2		Wenne du sneidest die sat			
sneide	unmatched	2		erden nicht sneide das gar			
vorsernusse	unmatched	2		k kein vorsernusse svnder vŏrchte			
wirde	ambiguous	2	lemma_7489|lemma_7500|lemma_7644	nehsten Nicht wirde ein schender			
frvnt	unmatched	2		purger Deinen frvnt hab liep			
vormischen	unmatched	2		lasen sich vormischen mit tiren			
czoubern	unmatched	2		in vogiln czoubern noch in\u0020trovme			
rinde	ambiguous	2	lemma_4924|lemma_9750	mit einem rinde oder mit			
preutet	unmatched	2		einem schaf preutet des todis			
vnczimlich	unmatched	2		bruders ein vnczimlich dink habn			
svnde;	unmatched	2		beide ire svnde; an kinder			
vnmenschet	unmatched	2		Und vor vnmenschet hab ich			
pŏze	unmatched	2		noch kein pŏze zu hurheit			
tritet	unmatched	2		do zu tritet zu den			
gehei	unmatched	2		die do gehei ligt sint			
mitlink	unmatched	2		vnd der mitlink essen nicht			
geslagne	unmatched	2		oder abe geslagne glider habn			
gesneidet	unmatched	2		irr ab gesneidet die sat			
ganczenczuntis	unmatched	2		sult opfern ganczenczuntis opfer vnserm			
nevnden	unmatched	2		Uon dem nevnden tage des			
frŭchte	unmatched	2		gesamment alle frŭchte ewerr erden			
schonen	ambiguous	2	lemma_5276|lemma_5280	frucht eines schonen povmes vnd			
gelubdis	unmatched	2		geczelde des gelubdis Und seczen			
czenden	unmatched	2		hab czwen czenden vnd lege			
erwurfen	unmatched	2		purgen vnd erwurfen in mit			
powleute	unmatched	2		vnd meine powleute Dorvmme alles			
besiczer	unmatched	2		dem ersten besiczer Welcher do			
lŏset	unmatched	2		vormag er lŏset sich Achtende			
rechnunge	unmatched	2		iare vnd rechnunge des dienstes			
Uallen	unmatched	2		czehen tousent Uallen werden ewer			
irresal	unmatched	2		zu einem irresal furet mein			
widerwerticlichen	unmatched	2		Und ouch widerwerticlichen wil ich			
veiertagen	unmatched	2		in den veiertagen irr wustenunge			
vligenden	unmatched	2		rousch eines vligenden blatis vnd			
tar	ambiguous	2	lemma_1055|lemma_28264|lemma_6313|lemma_9255	Ewer keiner tar den veinden			
leidende	unmatched	2		heiligen tagen leidende wustenunge durch			
geloset	unmatched	2		mag nicht geloset werden von			
lŏsen	unmatched	2		aber wŏlle lŏsen seinen czehenden			
scharn	ambiguous	2	lemma_5180|lemma_5184	durch ire scharn du vnd			
edilsten	unmatched	2		sint die edilsten fursten der			
besvnderlichen	unmatched	2		yclicher houbt besvnderlichen alles das			
cz	unmatched	2		geslechte von cz czweinczig iaren			
diensten	unmatched	2		in seinen diensten vnd in			
czig	unmatched	2		Nui NUM czig tousent vier			
leczsten	unmatched	2		an dem leczsten sullen sie			
hantreichen	unmatched	2		sie ym hantreichen vnd wachen			
Czele	unmatched	2		in sprechende Czele die kinder			
tritt	ambiguous	2	lemma_6188|lemma_6211	hin zu tritt der sol			
erstgepurden	unmatched	2		von den erstgepurden funf scot			
heiligtumes;	unmatched	2		mase des heiligtumes; ein -			
vorwindeln	unmatched	2		sullen sie vorwindeln mit einer			
׀	unmatched	2		heilicheit sei ׀ e sie			
heissende	unmatched	2		des dienstes; heissende vnd seine			
geczeuknŭsse	unmatched	2		gelubdes des geczeuknŭsse Das sint			
Geczalt	ambiguous	2	lemma_44911|lemma_7793	die hant Geczalt wurden ouch			
ebrechens	unmatched	2		opfer des ebrechens Opfern sol			
geswellende	unmatched	2		׀ vnd geswellende deinen bouch			
hassunge	unmatched	2		e der hassunge Und ist			
vladen	unmatched	2		vnd vngesowerte vladen gesalbet mit			
tŭ	unmatched	2		hat also tŭ her zu			
volkvmenheit	unmatched	2		zu der volkvmenheit seiner heiligunge			
gekresmet	unmatched	2		als her gekresmet wart Und			
besunderlichen	unmatched	2		fursten an besunderlichen tagen sullen			
seczest	unmatched	2		Wenne du seczest die siben			
scheide	ambiguous	2	lemma_5195|lemma_5196	herren vnd scheide ous der			
keyn	ambiguous	2	lemma_2007|lemma_3271|lemma_3273	sie das keyn slak sei			
capitulum	unmatched	2		vber ix capitulum ix Numeri			
heilikeiten	unmatched	2		alle seinen heilikeiten vnd seynen			
gerechtikeiten	unmatched	2		vnd seynen gerechtikeiten Und gepot			
inlendigen	unmatched	2		als dem inlendigen An dem			
vorlase	unmatched	2		sprach her vorlase vns wenne			
entspros	unmatched	2		I des entspros ein murmeln			
Besammen	unmatched	2		sprach zu Besammen mir sibenczig			
weissagten	unmatched	2		in do weissagten sie noch			
erreiczet	unmatched	2		herren wart erreiczet in das			
brengt	unmatched	2		euch vnd brengt vns von			
men	ambiguous	2	lemma_3921|lemma_3958|lemma_4078	qua ERI men zu vnd			
murmelten	unmatched	2		nacht vnd murmelten wider vnd			
blicken	ambiguous	2	lemma_756|lemma_757	si an blicken Meinen diener			
bekvmet	unmatched	2		nicht wol bekvmet Nicht czihet			
iagten	unmatched	2		vnd vallende iagten sie sie			
hochczeiten	unmatched	2		in ewern hochczeiten enczundende suzen			
yclichn	unmatched	2		opfertir zu yclichn lemmern Und			
friedsame	unmatched	2		gelubde oder friedsame opfertir so			
vorgessenheit	unmatched	2		volkis von vorgessenheit V Vnd			
sevme	unmatched	2		in machen sevme durch di			
ousgefurt	unmatched	2		du vns ousgefurt hast von			
vorgeenden	unmatched	2		geschrei der vorgeenden sprechende Das			
hefte	ambiguous	2	lemma_2691|lemma_2694	blech vnd hefte sie an			
gestreusse	unmatched	2		sich ein gestreusse erhub vnd			
gegiengen	unmatched	2		in das gegiengen do bedakt			
pressen	unmatched	2		von den pressen vnd aller			
sprengwasser	unmatched	2		in ein sprengwasser Wenne vmme			
gesetit	unmatched	2		das sie gesetit werden vnd			
mŭge	unmatched	2		dem steine mŭge wir euch			
vngeloubig	unmatched	2		das er vngeloubig ist gewesen			
chananeer	unmatched	2		hette der chananeer der kvnig			
fewereine	unmatched	2		das volk fewereine natern Uon			
mvde	unmatched	2		bis zu mvde sint sie			
lantschaft	unmatched	2		besasen sein lantschaft et cetera			
ousgeczogen	unmatched	2		sprechen Sich ousgeczogen ist das			
siczenden	unmatched	2		der erden siczenden wider mich			
vorhette	unmatched	2		wenne her vorhette gesant Und			
fus	ambiguous	2	lemma_7310|lemma_7320	te den fus irs ouf			
bloses	unmatched	2		habende ein bloses swert in			
hende;	unmatched	2		in der hende; Und her			
anpette	unmatched	2		Und her anpette neigende ouf			
Stifte	ambiguous	2	lemma_18458|lemma_5771	sprach zu Stifte mir siben			
weil	ambiguous	2	lemma_10539|lemma_51408|lemma_7473|lemma_7529	ein cleine weil bei deinem			
vorbanne	unmatched	2		her vnd vorbanne NUM Wie			
ersteet	unmatched	2		das volk ersteet alls ein			
veuchten	unmatched	2		als die veuchten gerten bei			
vorgesaczt	unmatched	2		deine stat vorgesaczt hatte ich			
groslich	unmatched	2		dich mir groslich zu eren			
boses	unmatched	2		gutes oder boses vorbrenge ous			
sterklichen	unmatched	2		v wirt sterklichen tvn Uon			
schiffen	ambiguous	2	lemma_5236|lemma_9335	drilch geruderten schiffen von dem			
gelgen	unmatched	2		sie an gelgen gegen der			
madianitischen	unmatched	2		zu einer madianitischen huren das			
garczal	unmatched	2		ist die garczal die geczalt			
Gebet	ambiguous	2	lemma_1961|lemma_1965	einen svn Gebet vns besiczunge			
eiden	ambiguous	2	lemma_1355|lemma_27484|lemma_50416	vorbindet mit eiden nicht sol			
vorheissen	unmatched	2		sie hat vorheissen vnd gelobt			
gleicheit	unmatched	2		teile in gleicheit den roup			
vorkeret	unmatched	2		alhie Worumme vorkeret ir die			
vorkarten	unmatched	2		reich do vorkarten sie die			
kvnicreich	unmatched	2		svnes das kvnicreich des kvnigs			
negil	unmatched	2		als die negil in den			
gesteige	unmatched	2		vber das gesteige der scorpionen			
magschefte	unmatched	2		noch irr magschefte czal vnd			
vorheuser	unmatched	2		vnd haben vorheuser iren schafen			
beschirmvnge	unmatched	2		sein zu beschirmvnge den vluchtigen			
manslechtigen	unmatched	2		sol den manslechtigen tŏten zu			
manslechtige	unmatched	2		wonungen Der manslechtige vnder geczeugen			
preuten	unmatched	2		gepoten vnd preuten vnd vnd			
Deutronomius	unmatched	2		das buch Deutronomius das do			
libanischen	unmatched	2		vnd des libanischen pergis vncz			
quemet	unmatched	2		bis ir quemet an dise			
vleissiclichen	unmatched	2		Dorvmme sehet vleissiclichen das ir			
stappen	unmatched	2		einen fuz stappen wenne zu			
wuftenunge	unmatched	2		zu der wuftenunge Und vnser			
vorterbende	unmatched	2		kvnige von vorterbende alle stete			
pette	ambiguous	2	lemma_634|lemma_722	sein eiserens pette czeigt man			
vmmeligenden	unmatched	2		vnd ir vmmeligenden creisse vncz			
creftige	unmatched	2		gepent vnd creftige in vnd			
vorterbt	unmatched	2		Wie her vorterbt hat alle			
vorsecze	unmatched	2		ich heute vorsecze vor deinen			
vorgis	unmatched	2		sele Nicht vorgis der wort			
enynkel	unmatched	2		Und deine enynkel den tag			
geuellen	unmatched	2		zu den geuellen des pergis			
vinsternŭsse	unmatched	2		im waren vinsternŭsse vnd wolken			
manen	ambiguous	2	lemma_3909|lemma_3957|lemma_3966	vnd den manen vnd alle			
anpetest	unmatched	2		du sie anpetest vnd vor			
vorczerendes	unmatched	2		got ein vorczerendes fewer ist			
holczern	unmatched	2		sint gemachet holczern vnd steinen			
vorchtlichen	unmatched	2		armen vnd vorchtlichen gesichten noch			
